Comment,Designator,Footprint,LCSC,Quantity
,"D1,D10,D11,D12,D13,D14,D15,D16,D17,D18,D19,D2,D20,D21,D22,D23,D24,D25,D26,D27,D3,D4,D5,D6,D7,D8,D9",diode_tht_sod123,C7420318,27
